payment_id,card_id,billing_cycle_start,billing_cycle_end,statement_balance,minimum_payment_due,payment_amount,payment_date,payment_method,payment_status,late_payment_flag,days_past_due
7841,9738,1993-08-08,1981-10-10,3750,49,2355,,,paid,1.0,0
7842,183,1988-11-05,1992-07-09,4195,133,3394,,,,,10
7843,6823,2008-07-15,1984-01-27,2659,69,2376,,Debit Card,Paid,1.0,5
7844,8046,1995-12-23,2003-09-25,4590,158,963,,bank transfer,paid,0.0,30
7845,11409,2019-11-27,1999-03-13,1154,189,652,,ACH,,,30
7846,6758,1973-05-20,1978-10-07,2245,177,5785,,Bank Transfer,,1.0,0
7847,12061,2015-02-09,2018-10-11,3166,69,3151,2016-07-13,Debit Card,Paid,1.0,0
7848,1779,2022-11-22,1999-05-29,2379,57,4773,,,Pending,,5
7849,3261,2005-06-20,1992-03-12,1624,191,464,,,Paid,1.0,10
7850,5799,1993-06-17,2014-02-12,883,89,1908,,Bank Transfer,Paid,1.0,5
7851,14940,2023-01-24,2002-03-08,4841,43,4339,,,,,0
7852,2194,2000-11-20,1976-04-17,4744,181,4384,,ACH,Paid,0.0,10
7853,1268,1996-04-19,2016-08-28,3991,188,685,,,Pending,,10
7854,7708,2025-08-04,1971-04-20,3639,151,662,,ACH,,0.0,5
7855,5057,1977-07-17,2018-04-24,3614,179,2059,1981-01-21,bank transfer,Paid,1.0,10
7856,7448,2025-05-24,2015-03-23,3819,38,1218,,ACH,,0.0,-3
7857,2727,2013-11-05,1992-01-28,1774,94,2495,,ACH,,1.0,30
7858,13402,1986-11-30,1989-03-25,3416,109,196,2006-07-21,,Pending,0.0,10
7859,13742,2001-02-21,2018-11-02,2255,103,3238,,Bank Transfer,paid,1.0,0
7860,5226,2010-03-03,2020-01-17,1615,71,165,,Bank Transfer,Paid,0.0,5
7861,10050,1976-08-13,1988-01-04,2563,129,5901,1997-12-03,Debit Card,paid,0.0,-3
7862,3566,1985-12-10,1985-10-15,2802,126,4257,2012-05-16,,Pending,,30
7863,3558,1991-12-20,1975-08-30,2960,180,5170,2002-07-04,Bank Transfer,paid,0.0,30
7864,6514,2001-02-05,2001-10-31,4034,165,5908,,Debit Card,paid,,0
7865,14380,1992-03-08,2016-05-22,3800,149,1292,2025-12-28,ACH,paid,0.0,-3
7866,12831,2024-08-24,1998-02-26,1663,93,2407,,,Paid,,-3
7867,11557,1983-11-21,2009-12-24,4429,75,4995,,Bank Transfer,paid,,-3
7868,4065,2008-11-14,2020-06-06,2665,109,5193,1978-07-13,Debit Card,paid,0.0,0
7869,9513,2018-10-27,1995-10-27,4108,109,2176,,Debit Card,Pending,,30
7870,2179,2023-12-08,1972-12-09,1053,200,5709,,,Pending,,5
7871,14856,1992-04-02,1977-02-13,2144,187,5096,2007-03-30,,paid,0.0,30
7872,9193,1981-02-05,1973-02-09,1632,143,3898,,bank transfer,Pending,1.0,5
7873,7030,1994-12-07,1996-06-13,844,22,5661,,ACH,,0.0,0
7874,800,2000-02-06,1981-04-04,634,161,418,,Bank Transfer,,1.0,10
7875,1320,2024-06-23,1987-06-14,1272,40,3786,1991-05-25,ACH,,1.0,-3
7876,7249,2021-02-17,1991-06-22,4326,59,2078,,bank transfer,,0.0,5
7877,12491,2005-09-18,1989-08-05,4406,82,1095,1989-03-09,ACH,Paid,0.0,0
7878,2413,1985-02-26,1971-06-16,4146,176,3357,1981-12-03,bank transfer,paid,0.0,-3
7879,11353,1986-03-19,1978-08-14,2982,197,5993,,,Paid,,10
7880,15139,1976-08-19,1973-08-03,2938,117,3202,,ACH,,0.0,-3
7881,11255,2021-01-02,1998-07-19,592,35,333,,ACH,,0.0,30
7882,5171,1988-09-06,1971-12-23,4734,49,4291,,,paid,,5
7883,6756,1997-02-17,1983-05-06,878,43,15,1971-02-12,,,,5
7884,5864,1973-12-23,1993-11-01,2581,120,3188,,,paid,,10
7885,10779,2019-09-28,1994-11-15,1208,171,149,2000-06-17,Bank Transfer,Pending,,10
7886,1653,2014-11-05,1980-07-16,2507,74,4308,,Debit Card,Pending,0.0,-3
7887,3140,1970-10-31,2014-08-12,4092,193,2900,,Debit Card,Paid,,30
7888,4455,1997-05-10,2018-04-21,3037,129,3531,,Bank Transfer,Pending,1.0,30
7889,4296,2020-03-04,2021-12-21,1483,200,850,,bank transfer,Pending,,30
7890,2305,1987-01-06,1983-07-13,3333,43,1223,,bank transfer,paid,,-3
7891,6862,1984-01-04,1970-10-12,2953,91,4095,,Bank Transfer,Pending,1.0,0
7892,7034,1977-04-23,2011-05-05,1123,90,549,,ACH,paid,,30
7893,14100,2024-05-10,2004-05-27,3692,131,980,,ACH,Paid,0.0,30
7894,2915,2021-03-31,2024-07-11,4453,41,947,,bank transfer,paid,,5
7895,10665,1972-09-28,1993-04-10,3743,67,4898,2007-06-05,Bank Transfer,Paid,0.0,0
7896,11182,1991-04-18,1998-05-31,3418,49,5215,,bank transfer,paid,0.0,5
7897,12622,1995-06-07,2004-05-03,1130,78,3002,1993-07-15,ACH,Paid,1.0,5
7898,945,1987-01-27,1973-07-13,4049,126,2850,1994-11-06,ACH,paid,,0
7899,31,2006-06-13,2012-02-07,3471,28,274,,Bank Transfer,Pending,1.0,5
7900,10259,2006-07-26,2003-12-03,2150,168,1037,2013-10-29,ACH,paid,1.0,-3
7901,12994,2017-10-08,2025-10-25,1794,53,5867,,Debit Card,Paid,1.0,10
7902,4025,2002-11-07,1998-03-14,4477,185,4248,,,Pending,0.0,5
7903,3320,2004-02-17,1978-04-13,3728,55,5404,2006-06-03,Debit Card,,0.0,-3
7904,14617,1999-09-27,2001-01-13,634,65,2577,2010-09-24,ACH,Paid,,10
7905,4461,1972-12-23,2000-02-22,3566,74,5570,,,Pending,1.0,5
7906,7741,1996-04-13,1973-03-19,4382,33,657,1979-09-17,Debit Card,paid,1.0,10
7907,3553,2003-07-14,1997-06-23,3454,150,2666,,bank transfer,,,5
7908,4823,2015-10-24,2012-03-01,4163,199,1015,1994-04-12,Bank Transfer,paid,1.0,0
7909,6444,1997-11-07,1977-01-10,4761,177,1858,,bank transfer,,1.0,0
7910,3464,2018-04-05,1973-07-18,4554,127,649,2014-05-23,Debit Card,Pending,0.0,-3
7911,6132,2008-09-30,2023-07-29,938,178,1692,2005-10-02,,paid,1.0,30
7912,14159,1979-01-03,1999-09-19,4701,53,2071,,Bank Transfer,paid,0.0,-3
7913,13101,1975-12-31,2001-10-20,3627,22,4569,,Debit Card,Paid,,0
7914,2890,2024-05-03,2003-03-12,4758,34,5895,,,paid,1.0,30
7915,7376,1985-04-17,2006-03-22,3351,195,5827,,bank transfer,Pending,0.0,30
7916,7498,2017-01-27,2012-07-09,2642,158,4527,,bank transfer,Pending,,10
7917,6831,2005-02-10,1992-12-18,4768,53,2822,,Debit Card,paid,,5
7918,11760,2011-06-01,1981-03-25,4416,31,2274,,Bank Transfer,Pending,1.0,30
7919,11397,1972-03-15,1981-02-03,1028,84,4596,,ACH,Paid,1.0,30
7920,7844,1997-05-21,1991-04-02,3118,198,5216,,Debit Card,paid,,10
7921,7166,2024-05-02,1995-07-16,4931,27,1904,,,Paid,,10
7922,2247,1974-03-29,1999-09-24,2254,111,1751,,bank transfer,,0.0,-3
7923,7828,1994-03-19,1978-02-14,1279,91,1274,1990-12-20,Debit Card,Pending,1.0,-3
7924,8951,1980-02-25,1990-11-05,2862,193,596,,Bank Transfer,paid,,5
7925,855,1974-01-12,1987-03-23,2708,136,4785,1974-11-24,Bank Transfer,,,-3
7926,10985,1997-04-07,1983-03-14,3409,126,3066,,Debit Card,Pending,,5
7927,11882,2017-06-30,1987-04-05,4353,127,358,1989-06-27,Bank Transfer,Pending,0.0,5
7928,10914,1993-12-05,2021-06-23,2730,32,3115,1984-08-25,ACH,Pending,,0
7929,1359,1989-08-14,1971-04-12,4742,149,253,,Bank Transfer,Pending,0.0,-3
7930,91,1978-10-04,1984-04-17,1607,82,3811,,ACH,Pending,0.0,-3
7931,9228,2011-11-21,1988-08-27,4560,158,798,,,paid,1.0,10
7932,4364,1996-08-27,1981-04-17,1420,97,5122,,ACH,Paid,0.0,30
7933,2990,1988-12-29,1970-12-31,2101,77,5940,,,Pending,,5
7934,4981,1976-02-13,1990-03-24,3988,114,1715,,,Pending,0.0,10
7935,1274,1970-11-15,1983-06-24,562,31,4022,1980-02-13,Bank Transfer,Paid,0.0,5
7936,13556,1983-08-27,2003-12-08,1665,87,3903,,,,0.0,10
7937,81,1984-01-11,1993-10-17,2434,157,3976,,Bank Transfer,paid,,0
7938,576,2003-12-07,2012-03-06,2036,138,281,,,,1.0,5
7939,6750,2022-03-30,2007-07-15,3841,114,2365,,bank transfer,,0.0,10
7940,7158,2025-08-04,2025-04-18,2531,194,3764,,Bank Transfer,paid,,-3
7941,9769,1996-10-31,1989-07-03,1667,169,2598,2007-07-12,ACH,Paid,0.0,0
7942,746,1985-05-22,1994-09-15,4081,29,3506,,Debit Card,,1.0,0
7943,13299,1972-04-27,2005-07-13,1981,122,2172,1999-07-10,Bank Transfer,,1.0,10
7944,4307,1989-07-22,1983-05-24,2500,184,2301,,,,1.0,0
7945,3922,1998-08-16,1995-01-26,4483,87,1311,,Bank Transfer,,1.0,10
7946,7338,2003-11-30,2014-08-01,3399,63,5568,2002-01-13,Debit Card,Pending,,-3
7947,2676,1995-09-03,2022-02-12,1050,197,46,,,paid,0.0,-3
7948,2497,1983-08-24,1991-11-24,906,173,5616,,Bank Transfer,,,30
7949,4929,1974-08-09,2014-03-21,2590,146,4651,1989-05-07,Bank Transfer,Pending,0.0,5
7950,13564,1998-09-10,1993-10-25,1462,140,4073,2004-04-12,,,0.0,10
7951,6283,2010-06-28,2021-07-19,2099,22,1919,,Bank Transfer,Paid,,-3
7952,8171,1976-10-18,2018-12-24,4027,77,2919,,ACH,,1.0,5
7953,9429,1976-10-26,1989-06-21,3574,145,3135,1978-08-06,,paid,1.0,10
7954,11624,2013-11-23,2003-09-04,3661,130,2610,2013-06-26,Bank Transfer,Pending,0.0,-3
7955,4359,2008-04-10,1993-01-20,2773,95,50,,bank transfer,Paid,,0
7956,10609,1988-09-11,1989-06-12,1395,174,111,,ACH,Paid,0.0,30
7957,14255,1992-08-10,2023-04-01,3890,137,1829,2004-04-02,Bank Transfer,Paid,0.0,5
7958,12194,2008-11-16,1970-03-01,2392,42,4520,,,Pending,0.0,0
7959,54,1994-12-27,2021-03-07,1261,137,2813,,Bank Transfer,Paid,1.0,0
7960,11115,1994-06-08,1985-07-17,2287,38,1386,1982-12-29,bank transfer,paid,,-3
7961,11122,1994-06-27,1987-08-31,4640,105,5376,1970-07-12,ACH,paid,0.0,30
7962,2818,2015-05-09,1992-04-30,2413,61,5486,,,Paid,1.0,0
7963,2099,2020-02-14,1996-04-02,1020,158,1222,,bank transfer,Paid,0.0,5
7964,14257,2024-01-06,1994-11-03,4892,140,380,,Bank Transfer,Pending,0.0,10
7965,12677,1984-08-08,1998-10-13,3513,80,336,2025-02-02,bank transfer,Paid,0.0,0
7966,4176,1984-09-20,2002-01-05,2461,66,3411,,Bank Transfer,Pending,1.0,-3
7967,8255,2012-11-05,2025-08-28,1239,28,2469,,Debit Card,,,30
7968,12718,1991-06-23,2001-01-01,4052,39,3298,,Debit Card,Paid,,0
7969,2621,1983-04-05,2003-07-20,3027,70,1588,1986-01-08,bank transfer,paid,,0
7970,7409,2006-08-27,2003-08-11,2503,113,4375,,,paid,,10
7971,1378,1999-08-31,2024-03-16,4583,52,2087,,Bank Transfer,,,10
7972,6125,2012-05-08,2002-11-14,1169,161,1102,,Debit Card,,,30
7973,8098,2009-09-13,2010-07-03,1436,47,1686,,bank transfer,paid,1.0,-3
7974,5868,1998-01-02,2000-04-04,3675,170,2193,,Bank Transfer,Pending,0.0,30
7975,11060,1994-03-11,2016-04-22,3696,142,2414,2015-06-29,Debit Card,Pending,,0
7976,15220,1990-12-18,1986-11-27,3768,54,4030,,bank transfer,Paid,0.0,0
7977,13480,2006-12-25,2018-01-26,3431,114,646,1997-05-17,ACH,Pending,,-3
7978,10373,2002-03-15,2001-01-09,4112,113,3236,,ACH,Pending,0.0,30
7979,2051,1970-07-13,1996-11-06,632,182,2286,,Debit Card,paid,,30
7980,14934,1988-12-02,1992-09-24,4586,63,4679,1986-05-17,Bank Transfer,,1.0,30
7981,3999,1975-06-29,1998-04-18,940,189,306,2005-08-07,Debit Card,paid,,5
7982,10771,2013-03-16,1983-04-14,4277,44,1556,,Bank Transfer,,1.0,5
7983,13196,2000-05-16,1991-04-19,724,142,4375,1992-02-17,ACH,Paid,1.0,0
7984,12341,2009-02-06,1989-07-08,3153,153,4607,,Debit Card,Paid,1.0,5
7985,12821,2019-03-07,1981-01-26,3580,138,4316,,Bank Transfer,,0.0,-3
7986,14818,1994-05-18,1991-09-13,3109,158,3049,,,Pending,1.0,10
7987,10274,2012-12-10,2025-04-21,3338,186,722,,,Paid,0.0,0
7988,2672,1974-03-21,2026-01-11,4732,152,3121,2016-09-24,bank transfer,paid,0.0,0
7989,8674,1995-12-15,2005-10-18,4686,149,5640,1983-02-02,,Paid,,5
7990,2083,1984-12-09,2007-05-05,2718,69,5847,1977-11-30,bank transfer,,1.0,30
7991,8992,1979-07-01,2009-03-13,4285,126,4305,1997-11-10,,Paid,,30
7992,4578,2002-03-29,1987-08-21,2750,53,1951,,bank transfer,,0.0,0
7993,1129,1999-03-09,2013-07-20,3521,81,342,,bank transfer,,,5
7994,8877,2025-10-21,2007-12-07,1488,50,967,,bank transfer,,1.0,5
7995,15205,1972-04-07,2013-12-20,4894,54,4680,,Bank Transfer,,0.0,5
7996,6796,1992-03-05,1988-02-25,4458,43,205,1979-12-23,ACH,paid,1.0,5
7997,14683,1973-12-19,1990-01-12,3637,119,1283,,bank transfer,Paid,0.0,-3
7998,2912,2013-04-09,1992-11-17,2167,158,3922,2002-07-21,,paid,1.0,10
7999,1277,2011-01-09,1978-03-08,1156,46,4552,,,paid,,0
8000,2021,2016-01-07,1981-06-02,3724,134,5133,,,,,30
8001,7644,1981-04-30,2008-10-11,1615,88,696,1975-04-09,bank transfer,paid,1.0,5
8002,762,1999-08-25,2013-06-15,1705,192,3310,,Bank Transfer,paid,,30
8003,1118,1987-12-16,2001-09-16,3200,86,1703,2023-09-13,Bank Transfer,paid,0.0,-3
8004,7228,1987-05-03,1970-04-11,3805,165,1496,,,Paid,1.0,-3
8005,8947,1995-10-21,1998-04-13,2255,118,1860,,Bank Transfer,Pending,1.0,5
8006,9790,2020-06-10,1995-06-18,666,125,3810,,Bank Transfer,,,10
8007,6567,2022-11-08,2016-04-30,3190,69,1535,1990-07-07,Bank Transfer,Paid,1.0,0
8008,2699,1988-06-22,2025-04-15,1132,127,3953,,Debit Card,Pending,1.0,5
8009,11670,1988-10-06,1971-08-26,3128,147,3423,,,Pending,1.0,30
8010,891,1986-12-14,1990-03-17,3727,151,1464,,Debit Card,,1.0,30
8011,1048,2012-05-05,1970-03-22,2054,143,3894,1983-09-30,bank transfer,,,0
8012,2989,2001-03-13,1971-08-20,1919,57,3282,,,paid,,5
8013,6523,2003-06-24,1984-04-26,3039,133,1145,1975-11-09,Bank Transfer,,1.0,10
8014,9005,1974-12-16,2017-07-12,857,82,4244,1970-03-31,bank transfer,,1.0,0
8015,2174,2020-11-11,2018-08-13,1216,161,340,,Bank Transfer,,0.0,-3
8016,2295,1975-06-19,2021-07-19,4567,25,5956,,Bank Transfer,paid,1.0,30
8017,2038,2024-10-14,2004-02-16,1462,187,1112,,Bank Transfer,Paid,0.0,-3
8018,12909,1983-03-19,2016-04-08,3314,56,4776,2025-12-07,,,0.0,0
8019,14535,1982-01-27,1982-01-17,2597,158,436,,ACH,Pending,0.0,30
8020,1184,2020-11-13,1979-05-24,2628,155,3891,,,,1.0,-3
8021,8329,2021-01-23,2000-10-21,3108,185,5621,,ACH,paid,,10
8022,10617,2011-01-12,2014-11-22,2510,186,4060,,bank transfer,Pending,1.0,10
8023,4221,2014-03-16,1979-08-20,3613,78,641,2004-04-27,ACH,,,10
8024,588,1980-07-21,2002-02-23,842,67,814,,bank transfer,Paid,0.0,30
8025,10758,1986-01-11,1992-07-11,747,103,3971,,Bank Transfer,Pending,,0
8026,9610,1992-10-06,2012-01-28,2676,129,320,2011-12-31,bank transfer,Paid,0.0,30
8027,9793,1974-09-01,1975-08-21,834,61,534,,Bank Transfer,paid,1.0,5
8028,14806,1984-08-12,2025-04-14,3336,178,4657,,,paid,,0
8029,11754,1979-11-04,2024-04-03,685,45,5463,,,,0.0,10
8030,6068,1987-08-24,2016-09-20,3879,197,2343,,Debit Card,paid,1.0,-3
8031,7949,2021-03-18,1984-04-22,1523,31,2540,,Debit Card,Pending,1.0,10
8032,11555,1970-05-12,2007-05-23,1150,35,1123,,Debit Card,Pending,0.0,30
8033,7791,2015-04-30,2003-09-19,1446,82,581,2019-10-04,ACH,Paid,,30
8034,14458,1973-06-17,2006-07-16,1079,125,2871,1989-10-09,ACH,Paid,0.0,5
8035,8537,1988-07-13,2003-06-17,1852,193,4998,,Debit Card,Paid,,30
8036,11333,1971-11-03,1992-08-18,993,85,5788,,ACH,Paid,0.0,0
8037,8220,2024-01-13,2015-06-29,534,142,3736,1996-01-29,Debit Card,Paid,0.0,30
8038,8833,2025-01-24,1999-07-20,3445,199,3190,,bank transfer,paid,,10
8039,12168,2010-12-16,2025-06-20,1275,65,5841,1979-07-18,Debit Card,Paid,1.0,10
8040,12795,2014-02-26,1993-11-06,3144,69,3608,,Debit Card,paid,1.0,30
8041,12905,2022-02-09,2017-06-28,2331,77,5697,,,paid,,-3
8042,13027,1993-07-02,2007-03-04,1289,35,934,,Debit Card,Paid,,30
8043,12989,1975-11-10,1989-01-15,3782,102,1200,,ACH,Paid,1.0,0
8044,12045,1978-05-14,1980-11-10,2013,101,2262,,,paid,,5
8045,3217,2013-06-21,2023-10-29,1871,172,4286,,bank transfer,paid,,5
8046,1286,1992-02-21,1980-04-21,592,59,2044,1980-08-10,Debit Card,Paid,0.0,5
8047,6778,1985-04-30,1978-07-08,1254,57,3391,,Debit Card,,,0
8048,14919,1986-12-03,1995-06-12,1325,146,97,,ACH,paid,,0
8049,2383,2026-02-23,1981-12-29,4427,191,3615,,,,0.0,0
8050,6796,2009-09-28,1998-05-19,4153,167,225,2012-11-26,Bank Transfer,Paid,0.0,5
8051,11043,2012-01-28,2006-08-25,3753,45,530,,,paid,,-3
8052,5850,1995-02-27,2007-03-01,2484,95,2351,,Debit Card,Paid,0.0,0
8053,6542,1978-01-21,2023-07-13,3099,142,3441,2017-06-06,,,1.0,0
8054,1223,2005-12-06,1988-01-31,4653,156,5717,,ACH,Paid,,-3
8055,9444,2019-08-15,1981-10-03,903,172,3743,,Bank Transfer,Paid,,-3
8056,10833,2016-09-17,2006-02-28,1183,52,147,2000-07-12,ACH,,0.0,10
8057,834,2009-12-31,1989-02-20,1400,94,5597,2007-09-22,Bank Transfer,paid,0.0,10
8058,2853,2000-02-02,2006-01-08,4384,57,1105,,Bank Transfer,Paid,1.0,30
8059,9371,2009-12-17,1983-04-02,722,117,3118,2011-05-21,Bank Transfer,,1.0,0
8060,8583,1992-01-16,1985-06-08,749,47,162,2002-06-15,Debit Card,paid,0.0,10
8061,14700,1994-09-27,2022-08-12,1817,170,142,,ACH,paid,0.0,0
8062,516,2016-07-11,2012-07-03,2681,181,216,,bank transfer,Pending,0.0,-3
8063,7805,1998-11-21,2010-07-13,4741,178,3783,1983-08-02,Debit Card,paid,,-3
8064,2988,1982-04-13,2001-07-31,801,193,5469,,ACH,Paid,,30
8065,11852,2006-10-05,2022-02-14,4947,155,2793,2013-12-04,bank transfer,,1.0,30
8066,14751,1990-11-14,2016-03-28,3349,130,4691,1986-04-07,bank transfer,paid,0.0,0
8067,13199,2004-04-14,2016-08-30,3447,149,5996,,bank transfer,Pending,,10
8068,5623,2022-04-28,2001-07-06,2238,150,3008,2009-06-08,,Paid,0.0,10
8069,11599,1970-04-20,2019-07-29,1518,50,2681,,Debit Card,paid,1.0,5
8070,8456,1990-01-03,2014-10-19,4119,79,5500,1973-02-14,Bank Transfer,Pending,,30
8071,145,1979-01-05,2013-12-04,1704,88,2347,,,Pending,,10
8072,9707,2022-09-29,1997-09-22,746,97,987,,Debit Card,paid,,10
8073,4280,1996-01-12,1994-11-11,3731,92,725,1992-11-26,Debit Card,Pending,,-3
8074,7898,1997-07-27,2012-06-26,2182,134,1598,1985-02-11,bank transfer,,,10
8075,14007,1974-09-05,2020-01-17,1003,125,4462,1975-12-24,ACH,Paid,1.0,5
8076,7870,2014-06-21,1974-10-15,686,187,5973,1996-06-05,ACH,Pending,,5
8077,6439,2024-11-23,1980-02-14,706,198,4616,1988-07-11,bank transfer,paid,0.0,30
8078,9109,1994-02-06,2013-03-31,3189,39,267,,Bank Transfer,Pending,,0
8079,1083,1983-07-29,2003-02-15,786,30,2093,,bank transfer,Paid,,-3
8080,6903,1985-10-14,1980-08-08,1347,44,1457,,Debit Card,paid,1.0,0
8081,1572,1989-07-20,2001-10-14,2195,47,3155,,,Paid,,-3
8082,12148,2010-12-28,2006-01-20,1267,199,3166,,Bank Transfer,Pending,1.0,-3
8083,5457,1999-03-29,2005-01-07,3175,121,1637,2023-10-17,bank transfer,paid,1.0,10
8084,1417,2017-05-31,2007-05-03,787,82,1839,,bank transfer,,1.0,30
8085,422,2007-09-17,2012-05-05,3004,121,3410,,ACH,paid,0.0,10
8086,14245,1991-07-16,1997-12-01,3078,50,3453,,ACH,paid,1.0,-3
8087,4406,2021-08-23,1975-09-01,3477,134,7,,bank transfer,Paid,0.0,-3
8088,3958,2022-07-28,2013-11-03,2751,168,4620,,,Pending,1.0,-3
8089,1475,1973-11-18,1979-04-22,1803,184,2359,,Debit Card,Pending,,10
8090,12581,1975-06-11,2011-02-27,4809,105,1094,1988-09-03,Debit Card,Pending,,5
8091,14887,2003-04-02,1980-04-12,3699,46,385,,ACH,paid,,5
8092,185,2024-10-24,1983-05-02,2913,59,2213,,Debit Card,,,-3
8093,10755,1998-03-10,1993-12-26,2578,40,5061,,Debit Card,Paid,0.0,10
8094,1673,1973-02-17,1971-12-26,2436,189,3345,,bank transfer,,1.0,5
8095,1483,2024-04-10,2009-11-08,3756,79,3511,,ACH,paid,,30
8096,8535,1978-05-06,2022-01-17,2649,166,5922,,ACH,Pending,1.0,30
8097,7414,2012-01-18,1989-11-20,3280,96,5351,,ACH,Pending,1.0,0
8098,4877,2024-08-25,1984-12-03,2545,146,5353,1982-01-10,Debit Card,Pending,0.0,0
8099,10694,1999-12-03,2004-04-29,1115,80,2640,,ACH,Pending,1.0,10
8100,3207,1991-01-29,2025-11-26,2255,34,4088,,Bank Transfer,Paid,,-3
8101,15063,1991-11-23,1981-09-28,1533,96,3183,,,Pending,0.0,0
8102,3470,1987-09-29,2012-07-09,2092,119,3259,2016-06-17,Debit Card,Pending,1.0,30
8103,10620,1985-12-26,2001-11-26,4375,111,5840,,Bank Transfer,,0.0,10
8104,7889,2009-07-15,1991-11-27,2431,107,1303,,Debit Card,,,-3
8105,3793,2005-09-06,1987-09-15,2222,65,5135,,bank transfer,,,10
8106,9514,1974-11-18,2017-10-09,3972,148,2835,1983-04-03,bank transfer,paid,1.0,0
8107,14600,2016-07-14,1984-02-16,1713,53,5337,,Bank Transfer,,1.0,5
8108,8684,1977-02-02,2016-09-20,1077,34,1634,2014-02-01,bank transfer,Pending,0.0,0
8109,5773,2007-02-14,1998-04-09,913,85,1579,,ACH,paid,1.0,0
8110,442,1994-03-10,1971-05-10,4502,74,2502,,bank transfer,paid,1.0,10
8111,13767,1997-03-12,2018-02-23,2089,45,2525,,Debit Card,paid,1.0,30
8112,10868,2006-06-23,1987-08-13,4930,145,2226,,Debit Card,paid,0.0,10
8113,8309,1997-01-04,2024-10-28,2046,37,5868,,ACH,Pending,0.0,-3
8114,8542,1990-01-02,2015-03-29,4261,29,2892,,,Pending,1.0,-3
8115,7478,2020-04-24,2016-07-03,3056,51,1941,1977-12-24,bank transfer,,1.0,10
8116,9774,2018-03-02,2024-10-12,4223,143,2174,,bank transfer,Pending,1.0,30
8117,5556,1990-07-24,1996-10-07,4221,101,297,,Bank Transfer,,0.0,30
8118,4506,1975-09-27,1998-08-16,1351,57,4463,,,,,5
8119,3955,2018-03-25,2014-04-14,611,85,4025,,bank transfer,,0.0,5
8120,1020,2008-08-31,1988-02-04,3891,194,5729,,ACH,,0.0,-3
8121,2413,1972-05-30,2008-08-25,896,103,5200,2011-11-06,bank transfer,,,-3
8122,10253,1972-08-04,1986-08-23,2233,158,3617,,,Pending,,0
8123,1754,1970-10-14,2014-02-07,852,123,3315,,Bank Transfer,paid,1.0,0
8124,4960,1972-06-08,2024-06-29,2101,61,1675,,bank transfer,paid,,5
8125,5765,1983-05-03,2015-01-04,1636,108,3134,,Debit Card,Paid,0.0,0
8126,13784,2016-11-27,1990-09-21,1085,173,2702,2011-08-05,,paid,0.0,10
8127,7527,2010-11-16,1982-08-12,3526,183,2722,,ACH,paid,1.0,30
8128,2347,2025-12-03,2020-04-06,2740,24,679,,Bank Transfer,,1.0,-3
8129,7570,2007-05-07,2017-01-06,3274,170,5461,2013-04-07,ACH,paid,1.0,10
8130,11612,2002-12-17,1989-09-10,1784,50,3707,2014-09-06,,Pending,,0
8131,9543,1986-01-16,1976-12-08,2031,136,2230,,Debit Card,paid,1.0,10
8132,14687,1988-08-09,2018-09-14,1178,176,3064,2005-05-29,Debit Card,Paid,,0
8133,2346,2000-05-11,2019-02-01,3618,171,2412,2018-05-28,,Paid,,0
8134,3112,1991-10-03,1972-06-02,2057,93,5280,,Bank Transfer,paid,1.0,5
8135,1842,2021-07-15,1983-02-20,3940,159,5268,,ACH,,1.0,0
8136,15039,2017-06-22,2005-06-02,2513,21,1911,1983-09-22,ACH,,,10
8137,11525,2013-07-12,1988-01-24,1294,190,2540,2005-02-13,Bank Transfer,,0.0,-3
8138,13443,1983-06-19,1972-12-23,4913,75,1439,,,,1.0,5
8139,8542,2024-07-28,1983-03-19,4351,116,2013,,Bank Transfer,Pending,,30
8140,2229,1984-05-20,2020-11-27,3330,98,1957,2008-10-03,Bank Transfer,,1.0,5
8141,6622,2025-01-28,2021-12-12,1027,52,2027,,Debit Card,Pending,0.0,10
8142,10346,1981-05-14,2004-09-14,2015,53,146,1997-09-22,ACH,paid,1.0,10
8143,2383,2011-01-21,1992-12-27,1561,161,4410,,Debit Card,Paid,1.0,-3
8144,1322,1994-02-23,1985-12-12,2628,144,1235,,bank transfer,Pending,,10
8145,3542,1982-06-14,2008-12-08,3148,160,2933,,Debit Card,paid,1.0,0
8146,12213,1999-07-09,2011-11-30,842,139,4754,,,Pending,0.0,-3
8147,12723,1995-09-21,1989-06-13,4195,44,1105,,Debit Card,paid,,0
8148,3929,1975-07-28,2019-06-13,1161,72,5914,,Bank Transfer,paid,0.0,30
8149,4852,2015-12-13,1980-01-30,1455,132,4691,1978-10-26,Debit Card,paid,1.0,5
8150,6465,2017-03-21,1993-04-30,3417,162,992,,,Paid,,30
8151,11001,1972-04-02,2004-07-11,2534,128,2373,2004-04-28,,Pending,0.0,0
8152,14248,2014-05-29,2021-06-11,969,88,2978,,bank transfer,paid,,10
8153,2916,1993-08-29,2026-02-17,4467,195,811,,bank transfer,Pending,0.0,30
8154,4940,1973-11-19,2008-01-23,853,76,980,1974-07-25,Debit Card,paid,0.0,30
8155,10390,1979-08-05,1983-02-06,4354,36,3035,,ACH,,,0
8156,13519,2002-08-22,1981-01-09,2054,159,3121,1979-01-03,ACH,Pending,,-3
8157,9744,1988-06-26,2000-06-05,831,127,4603,,Debit Card,paid,,10
8158,10521,2001-12-30,1971-10-01,3646,40,4780,,,Paid,,5
